Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
4, LOC_CITY_NAME_NAZCA, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_HUNZA, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_CHINGUETTI, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 9.0, 60, 0.0
4, LOC_CITY_NAME_ANTIOCH, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_YEREVAN, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_VATICAN_CITY, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_LISBON, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_JOHANNESBURG, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_TYRE, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_ATHENS, 9.6, UNIT_SCOUT, 26.4, 30, 0.0
5, LOC_CITY_HA_NOI, 4.8, UNIT_SCOUT, 19.2, 30, 0.0
5, LOC_CITY_NAME_AMSTERDAM, 7.2, UNIT_BUILDER, 21.6, 50, 0.0
5, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SCOUT, 24.0, 30, 0.0
5, LOC_CITY_NAME_MBANZA_KONGO, 4.8, UNIT_BUILDER, 14.4, 50, 0.0
5, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_HUNZA, 7.5, UNIT_BUILDER, 22.5, 50, 0.0
5, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 13.5, 50, 0.0
5, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 12.0, 60, 0.0
5, LOC_CITY_NAME_ANTIOCH, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_YEREVAN, 7.5, UNIT_BUILDER, 22.5, 50, 0.0
5, LOC_CITY_NAME_VATICAN_CITY, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_LISBON, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_JOHANNESBURG, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
6, LOC_CITY_NAME_TYRE, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_ATHENS, 9.6, UNIT_SCOUT, 36.0, 30, 4.8
6, LOC_CITY_HA_NOI, 4.8, UNIT_SCOUT, 24.0, 30, 0.0
6, LOC_CITY_NAME_AMSTERDAM, 7.2, UNIT_BUILDER, 28.8, 50, 0.0
6, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SCOUT, 30.0, 30, 0.0
6, LOC_CITY_NAME_MBANZA_KONGO, 4.8, UNIT_BUILDER, 19.2, 50, 0.0
6, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_HUNZA, 7.5, UNIT_BUILDER, 30.0, 50, 0.0
6, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 15.0, 60, 0.0
6, LOC_CITY_NAME_ANTIOCH, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_YEREVAN, 7.5, UNIT_BUILDER, 30.0, 50, 0.0
6, LOC_CITY_NAME_VATICAN_CITY, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_LISBON, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_JOHANNESBURG, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
7, LOC_CITY_NAME_TYRE, 7.0, UNIT_BUILDER, 31.0, 50, 0.0
7, LOC_CITY_NAME_ATHENS, 14.4, UNIT_BUILDER, 14.4, 50, 0.0
7, LOC_CITY_HA_NOI, 6.0, UNIT_SCOUT, 30.0, 30, 0.0
7, LOC_CITY_NAME_AMSTERDAM, 7.2, UNIT_BUILDER, 36.0, 50, 0.0
7, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 6.0, 50, 0.0
7, LOC_CITY_NAME_MBANZA_KONGO, 4.8, UNIT_BUILDER, 24.0, 50, 0.0
7, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_HUNZA, 7.5, UNIT_BUILDER, 37.5, 50, 0.0
7, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 22.5, 50, 0.0
7, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 18.0, 60, 0.0
7, LOC_CITY_NAME_ANTIOCH, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_YEREVAN, 7.5, UNIT_BUILDER, 37.5, 50, 0.0
7, LOC_CITY_NAME_VATICAN_CITY, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_LISBON, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_JOHANNESBURG, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
8, LOC_CITY_NAME_TYRE, 7.0, UNIT_BUILDER, 38.0, 50, 0.0
8, LOC_CITY_NAME_ATHENS, 9.6, UNIT_BUILDER, 24.0, 50, 0.0
8, LOC_CITY_HA_NOI, 6.0, UNIT_SCOUT, 36.0, 30, 6.0
8, LOC_CITY_NAME_AMSTERDAM, 7.2, UNIT_BUILDER, 43.2, 50, 0.0
8, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 12.0, 50, 0.0
8, LOC_CITY_NAME_MBANZA_KONGO, 4.8, UNIT_BUILDER, 28.8, 50, 0.0
8, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_HUNZA, 7.5, UNIT_BUILDER, 45.0, 50, 0.0
8, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 27.0, 50, 0.0
8, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 21.0, 60, 0.0
8, LOC_CITY_NAME_ANTIOCH, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_YEREVAN, 7.5, UNIT_BUILDER, 45.0, 50, 0.0
8, LOC_CITY_NAME_VATICAN_CITY, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_LISBON, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_JOHANNESBURG, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
9, LOC_CITY_NAME_TYRE, 7.0, UNIT_BUILDER, 45.0, 50, 0.0
9, LOC_CITY_NAME_ATHENS, 9.6, UNIT_BUILDER, 33.6, 50, 0.0
9, LOC_CITY_HA_NOI, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
9, LOC_CITY_NAME_AMSTERDAM, 7.2, UNIT_BUILDER, 50.4, 50, 0.4
9, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
9, LOC_CITY_NAME_MBANZA_KONGO, 4.8, UNIT_BUILDER, 33.6, 50, 0.0
9, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_HUNZA, 7.5, UNIT_BUILDER, 52.5, 50, 0.0
9, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 31.5, 50, 0.0
9, LOC_CITY_NAME_NGAZARGAMU, 3.0, BUILDING_MONUMENT, 24.0, 60, 0.0
9, LOC_CITY_NAME_ANTIOCH, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_YEREVAN, 7.5, UNIT_BUILDER, 52.5, 50, 0.0
9, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 6.0, 60, 0.0
9, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 6.0, 60, 0.0
9, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 5.5, 60, 0.0
10, LOC_CITY_NAME_TYRE, 7.0, UNIT_BUILDER, 52.0, 50, 2.0
10, LOC_CITY_NAME_ATHENS, 9.6, UNIT_BUILDER, 43.2, 50, 0.0
10, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
10, LOC_CITY_NAME_AMSTERDAM, 7.6, BUILDING_MONUMENT, 7.6, 60, 0.0
10, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
10, LOC_CITY_NAME_MBANZA_KONGO, 7.2, UNIT_BUILDER, 40.8, 50, 0.0
10, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 48.0, 50, 0.0
10, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 5.0, 60, 0.0
10, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 36.0, 50, 0.0
10, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 28.0, 60, 0.0
10, LOC_CITY_NAME_ANTIOCH, 7.5, UNIT_BUILDER, 49.5, 50, 0.0
10, LOC_CITY_NAME_YEREVAN, 3.0, BUILDING_MONUMENT, 5.5, 60, 0.0
10, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 9.5, 60, 0.0
10, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 9.0, 60, 0.0
10, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 9.0, 60, 0.0
11, LOC_CITY_NAME_TYRE, 9.0, BUILDING_MONUMENT, 9.0, 60, 0.0
11, LOC_CITY_NAME_ATHENS, 9.6, UNIT_BUILDER, 52.8, 50, 1.6
11, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
11, LOC_CITY_NAME_AMSTERDAM, 7.2, BUILDING_MONUMENT, 14.8, 60, 0.0
11, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
11, LOC_CITY_NAME_MBANZA_KONGO, 7.2, UNIT_BUILDER, 48.0, 50, 0.0
11, LOC_CITY_NAME_NAZCA, 6.0, UNIT_BUILDER, 54.0, 50, 0.0
11, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 7.5, 60, 0.0
11, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 40.5, 50, 0.0
11, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 32.0, 60, 0.0
11, LOC_CITY_NAME_ANTIOCH, 7.5, UNIT_BUILDER, 57.0, 50, 2.0
11, LOC_CITY_NAME_YEREVAN, 3.0, BUILDING_MONUMENT, 8.5, 60, 0.0
11, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 13.0, 60, 0.0
11, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 12.0, 60, 0.0
11, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 12.5, 60, 0.0
12, LOC_CITY_NAME_TYRE, 7.0, BUILDING_MONUMENT, 16.0, 60, 0.0
12, LOC_CITY_NAME_ATHENS, 11.2, UNIT_SCOUT, 11.2, 30, 0.0
12, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
12, LOC_CITY_NAME_AMSTERDAM, 6.0, BUILDING_MONUMENT, 20.8, 60, 0.0
12, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
12, LOC_CITY_NAME_MBANZA_KONGO, 7.2, UNIT_BUILDER, 55.2, 50, 5.2
12, LOC_CITY_NAME_NAZCA, 2.0, BUILDING_MONUMENT, 4.0, 60, 0.0
12, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 10.0, 60, 0.0
12, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 45.0, 50, 0.0
12, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 36.0, 60, 0.0
12, LOC_CITY_NAME_ANTIOCH, 4.0, BUILDING_GRANARY, 4.0, 65, 0.0
12, LOC_CITY_NAME_YEREVAN, 3.0, BUILDING_MONUMENT, 11.5, 60, 0.0
12, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 16.5, 60, 0.0
12, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 15.0, 60, 0.0
12, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 16.0, 60, 0.0
13, LOC_CITY_NAME_TYRE, 7.0, BUILDING_MONUMENT, 23.0, 60, 0.0
13, LOC_CITY_NAME_ATHENS, 9.6, UNIT_SCOUT, 20.8, 30, 0.0
13, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
13, LOC_CITY_NAME_AMSTERDAM, 6.0, BUILDING_MONUMENT, 26.8, 60, 0.0
13, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
13, LOC_CITY_NAME_MBANZA_KONGO, 12.4, BUILDING_MONUMENT, 12.4, 60, 0.0
13, LOC_CITY_NAME_NAZCA, 2.0, BUILDING_MONUMENT, 6.0, 60, 0.0
13, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 12.5, 60, 0.0
13, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 49.5, 50, 0.0
13, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 40.0, 60, 0.0
13, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 6.0, 65, 0.0
13, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 15.0, 60, 0.0
13, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 20.0, 60, 0.0
13, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 18.0, 60, 0.0
13, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 19.5, 60, 0.0
14, LOC_CITY_NAME_TYRE, 8.0, BUILDING_MONUMENT, 31.0, 60, 0.0
14, LOC_CITY_NAME_ATHENS, 9.6, UNIT_SCOUT, 30.4, 30, 0.0
14, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
14, LOC_CITY_NAME_AMSTERDAM, 6.0, BUILDING_MONUMENT, 32.8, 60, 0.0
14, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_BUILDER, 48.0, 50, 0.0
14, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 19.6, 60, 0.0
14, LOC_CITY_NAME_NAZCA, 2.0, BUILDING_MONUMENT, 8.0, 60, 0.0
14, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 15.0, 60, 0.0
14, LOC_CITY_NAME_CHINGUETTI, 4.5, UNIT_BUILDER, 54.0, 50, 1.0
14, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 44.0, 60, 0.0
14, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 8.0, 65, 0.0
14, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 18.5, 60, 0.0
14, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 23.5, 60, 0.0
14, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 21.0, 60, 0.0
14, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 23.0, 60, 0.0
15, LOC_CITY_NAME_TYRE, 9.0, BUILDING_MONUMENT, 40.0, 60, 0.0
15, LOC_CITY_NAME_ATHENS, 8.4, BUILDING_MONUMENT, 8.4, 60, 0.0
15, LOC_CITY_HA_NOI, 7.2, UNIT_BUILDER, 49.2, 50, 0.0
15, LOC_CITY_NAME_AMSTERDAM, 8.4, BUILDING_MONUMENT, 41.2, 60, 0.0
15, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SLINGER, 6.0, 35, 0.0
15, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 26.8, 60, 0.0
15, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 11.0, 60, 0.0
15, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 17.5, 60, 0.0
15, LOC_CITY_NAME_CHINGUETTI, 2.5, BUILDING_MONUMENT, 2.5, 60, 0.0
15, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 48.0, 60, 0.0
15, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 10.0, 65, 0.0
15, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 22.0, 60, 0.0
15, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 27.0, 60, 0.0
15, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 24.0, 60, 0.0
15, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 26.5, 60, 0.0
16, LOC_CITY_NAME_TYRE, 9.0, BUILDING_MONUMENT, 49.0, 60, 0.0
16, LOC_CITY_NAME_ATHENS, 8.4, BUILDING_MONUMENT, 16.8, 60, 0.0
16, LOC_CITY_HA_NOI, 7.2, UNIT_SETTLER, 7.2, 80, 0.0
16, LOC_CITY_NAME_AMSTERDAM, 8.4, BUILDING_MONUMENT, 49.6, 60, 0.0
16, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SLINGER, 12.0, 35, 0.0
16, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 34.0, 60, 0.0
16, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 14.0, 60, 0.0
16, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 20.0, 60, 0.0
16, LOC_CITY_NAME_CHINGUETTI, 1.5, BUILDING_MONUMENT, 4.0, 60, 0.0
16, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 52.0, 60, 0.0
16, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 12.0, 65, 0.0
16, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 25.5, 60, 0.0
16, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 30.5, 60, 0.0
16, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 27.0, 60, 0.0
16, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 30.0, 60, 0.0
17, LOC_CITY_NAME_TYRE, 9.0, BUILDING_MONUMENT, 58.0, 60, 0.0
17, LOC_CITY_NAME_ATHENS, 9.6, BUILDING_MONUMENT, 26.4, 60, 0.0
17, LOC_CITY_HA_NOI, 7.2, UNIT_SETTLER, 14.4, 80, 0.0
17, LOC_CITY_NAME_AMSTERDAM, 8.4, BUILDING_MONUMENT, 58.0, 60, 0.0
17, LOC_CITY_NAME_RA_KEDET, 7.2, UNIT_SLINGER, 19.2, 35, 0.0
17, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 41.2, 60, 0.0
17, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 17.0, 60, 0.0
17, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 22.5, 60, 0.0
17, LOC_CITY_NAME_CHINGUETTI, 1.5, BUILDING_MONUMENT, 5.5, 60, 0.0
17, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 56.0, 60, 0.0
17, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 14.0, 65, 0.0
17, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 29.0, 60, 0.0
17, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 34.0, 60, 0.0
17, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 30.0, 60, 0.0
17, LOC_CITY_NAME_JOHANNESBURG, 3.5, BUILDING_MONUMENT, 33.5, 60, 0.0
18, LOC_CITY_NAME_TYRE, 9.0, BUILDING_MONUMENT, 67.0, 60, 7.0
18, LOC_CITY_NAME_ATHENS, 12.0, BUILDING_MONUMENT, 38.4, 60, 0.0
18, LOC_CITY_HA_NOI, 7.2, UNIT_SETTLER, 21.6, 80, 0.0
18, LOC_CITY_NAME_AMSTERDAM, 8.4, BUILDING_MONUMENT, 66.4, 60, 6.4
18, LOC_CITY_NAME_RA_KEDET, 7.2, UNIT_SLINGER, 26.4, 35, 0.0
18, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 48.4, 60, 0.0
18, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 20.0, 60, 0.0
18, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 25.0, 60, 0.0
18, LOC_CITY_NAME_CHINGUETTI, 1.5, BUILDING_MONUMENT, 7.0, 60, 0.0
18, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_MONUMENT, 60.0, 60, 0.0
18, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 16.0, 65, 0.0
18, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 32.5, 60, 0.0
18, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 37.5, 60, 0.0
18, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 33.0, 60, 0.0
18, LOC_CITY_NAME_JOHANNESBURG, 4.0, BUILDING_MONUMENT, 37.5, 60, 0.0
19, LOC_CITY_NAME_TYRE, 16.0, UNIT_WARRIOR, 16.0, 40, 0.0
19, LOC_CITY_NAME_ATHENS, 12.0, BUILDING_MONUMENT, 50.4, 60, 0.0
19, LOC_CITY_HA_NOI, 7.2, UNIT_SETTLER, 28.8, 80, 0.0
19, LOC_CITY_NAME_AMSTERDAM, 14.8, UNIT_SETTLER, 14.8, 80, 0.0
19, LOC_CITY_NAME_RA_KEDET, 7.2, UNIT_SLINGER, 33.6, 35, 0.0
19, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 55.6, 60, 0.0
19, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 23.0, 60, 0.0
19, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 27.5, 60, 0.0
19, LOC_CITY_NAME_CHINGUETTI, 1.5, BUILDING_MONUMENT, 8.5, 60, 0.0
19, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_GRANARY, 4.0, 65, 0.0
19, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 18.0, 65, 0.0
19, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 36.0, 60, 0.0
19, LOC_CITY_NAME_VATICAN_CITY, 3.5, BUILDING_MONUMENT, 41.0, 60, 0.0
19, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 36.0, 60, 0.0
19, LOC_CITY_NAME_JOHANNESBURG, 4.0, BUILDING_MONUMENT, 41.5, 60, 0.0
20, LOC_CITY_NAME_TYRE, 9.0, UNIT_WARRIOR, 25.0, 40, 0.0
20, LOC_CITY_NAME_ATHENS, 12.0, BUILDING_MONUMENT, 62.4, 60, 2.4
20, LOC_CITY_HA_NOI, 7.2, UNIT_SETTLER, 36.0, 80, 0.0
20, LOC_CITY_NAME_AMSTERDAM, 8.4, UNIT_SETTLER, 23.2, 80, 0.0
20, LOC_CITY_NAME_RA_KEDET, 7.2, UNIT_SLINGER, 40.8, 35, 5.8
20, LOC_CITY_NAME_MBANZA_KONGO, 7.2, BUILDING_MONUMENT, 62.8, 60, 2.8
20, LOC_CITY_NAME_NAZCA, 3.0, BUILDING_MONUMENT, 26.0, 60, 0.0
20, LOC_CITY_NAME_HUNZA, 3.0, BUILDING_MONUMENT, 30.5, 60, 0.0
20, LOC_CITY_NAME_CHINGUETTI, 2.0, BUILDING_MONUMENT, 10.5, 60, 0.0
20, LOC_CITY_NAME_NGAZARGAMU, 4.0, BUILDING_GRANARY, 8.0, 65, 0.0
20, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_GRANARY, 20.0, 65, 0.0
20, LOC_CITY_NAME_YEREVAN, 3.5, BUILDING_MONUMENT, 39.5, 60, 0.0
