Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
4, LOC_CITY_NAME_BANDAR_BRUNEI, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_HUNZA, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_BOLOGNA, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_VILNIUS, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 10.5, 60, 0.0
4, LOC_CITY_NAME_LAHORE, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_JOHANNESBURG, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
5, LOC_CITY_NAME_STIRLING, 5.0, UNIT_BUILDER, 15.0, 50, 0.0
5, LOC_CITY_NAME_ULUNDI, 7.2, UNIT_BUILDER, 21.6, 50, 0.0
5, LOC_CITY_HA_NOI, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
5, LOC_CITY_NAME_TOKYO, 4.8, BUILDING_MONUMENT, 14.4, 60, 0.0
5, LOC_CITY_NAME_MASHHAD, 3.6, BUILDING_MONUMENT, 10.8, 60, 0.0
5, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 14.4, 50, 0.0
5, LOC_CITY_NAME_MUSCAT, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 10.0, 60, 0.0
5, LOC_CITY_NAME_BANDAR_BRUNEI, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_BOLOGNA, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_VILNIUS, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 14.0, 60, 0.0
5, LOC_CITY_NAME_LAHORE, 7.5, UNIT_BUILDER, 22.5, 50, 0.0
5, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 22.5, 50, 0.0
6, LOC_CITY_NAME_STIRLING, 5.0, UNIT_BUILDER, 20.0, 50, 0.0
6, LOC_CITY_NAME_ULUNDI, 7.2, UNIT_BUILDER, 28.8, 50, 0.0
6, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_TOKYO, 4.8, BUILDING_MONUMENT, 19.2, 60, 0.0
6, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 15.6, 60, 0.0
6, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 19.2, 50, 0.0
6, LOC_CITY_NAME_MUSCAT, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 12.5, 60, 0.0
6, LOC_CITY_NAME_BANDAR_BRUNEI, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_BOLOGNA, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_VILNIUS, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 17.5, 60, 0.0
6, LOC_CITY_NAME_LAHORE, 7.5, UNIT_BUILDER, 30.0, 50, 0.0
6, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_STIRLING, 5.0, UNIT_BUILDER, 25.0, 50, 0.0
7, LOC_CITY_NAME_ULUNDI, 7.2, UNIT_BUILDER, 36.0, 50, 0.0
7, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
7, LOC_CITY_NAME_TOKYO, 4.8, BUILDING_MONUMENT, 24.0, 60, 0.0
7, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 20.4, 60, 0.0
7, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 24.0, 50, 0.0
7, LOC_CITY_NAME_MUSCAT, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 15.0, 60, 0.0
7, LOC_CITY_NAME_BANDAR_BRUNEI, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_BOLOGNA, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_VILNIUS, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 21.0, 60, 0.0
7, LOC_CITY_NAME_LAHORE, 7.5, UNIT_BUILDER, 37.5, 50, 0.0
7, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 37.5, 50, 0.0
8, LOC_CITY_NAME_STIRLING, 5.0, UNIT_BUILDER, 30.0, 50, 0.0
8, LOC_CITY_NAME_ULUNDI, 7.2, UNIT_BUILDER, 43.2, 50, 0.0
8, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
8, LOC_CITY_NAME_TOKYO, 4.8, BUILDING_MONUMENT, 28.8, 60, 0.0
8, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 25.2, 60, 0.0
8, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 28.8, 50, 0.0
8, LOC_CITY_NAME_MUSCAT, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 17.5, 60, 0.0
8, LOC_CITY_NAME_BANDAR_BRUNEI, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_BOLOGNA, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_VILNIUS, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 24.5, 60, 0.0
8, LOC_CITY_NAME_LAHORE, 7.5, UNIT_BUILDER, 45.0, 50, 0.0
8, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 45.0, 50, 0.0
9, LOC_CITY_NAME_STIRLING, 5.0, UNIT_BUILDER, 35.0, 50, 0.0
9, LOC_CITY_NAME_ULUNDI, 7.2, UNIT_BUILDER, 50.4, 50, 0.4
9, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
9, LOC_CITY_NAME_TOKYO, 4.8, BUILDING_MONUMENT, 33.6, 60, 0.0
9, LOC_CITY_NAME_MASHHAD, 3.6, BUILDING_MONUMENT, 28.8, 60, 0.0
9, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 33.6, 50, 0.0
9, LOC_CITY_NAME_MUSCAT, 3.0, BUILDING_MONUMENT, 6.0, 60, 0.0
9, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 20.0, 60, 0.0
9, LOC_CITY_NAME_BANDAR_BRUNEI, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_BOLOGNA, 7.5, UNIT_WARRIOR, 7.5, 40, 0.0
9, LOC_CITY_NAME_VILNIUS, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 28.0, 60, 0.0
9, LOC_CITY_NAME_LAHORE, 7.5, UNIT_BUILDER, 52.5, 50, 0.0
9, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 52.5, 50, 0.0
10, LOC_CITY_NAME_STIRLING, 7.0, UNIT_BUILDER, 42.0, 50, 0.0
10, LOC_CITY_NAME_ULUNDI, 10.0, UNIT_SLINGER, 10.0, 35, 0.0
10, LOC_CITY_HA_NOI, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
10, LOC_CITY_NAME_TOKYO, 6.0, BUILDING_MONUMENT, 39.6, 60, 0.0
10, LOC_CITY_NAME_MASHHAD, 3.6, BUILDING_MONUMENT, 32.4, 60, 0.0
10, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 38.4, 50, 0.0
10, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 10.0, 60, 0.0
10, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 23.0, 60, 0.0
10, LOC_CITY_NAME_BANDAR_BRUNEI, 9.0, UNIT_BUILDER, 51.0, 50, 0.0
10, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 48.0, 50, 0.0
10, LOC_CITY_NAME_BOLOGNA, 7.5, UNIT_WARRIOR, 15.0, 40, 0.0
10, LOC_CITY_NAME_VILNIUS, 7.5, UNIT_BUILDER, 49.5, 50, 0.0
10, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 31.5, 60, 0.0
10, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 5.0, 60, 0.0
10, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 5.0, 60, 0.0
11, LOC_CITY_NAME_STIRLING, 7.0, UNIT_BUILDER, 49.0, 50, 0.0
11, LOC_CITY_NAME_ULUNDI, 9.6, UNIT_SLINGER, 19.6, 35, 0.0
11, LOC_CITY_HA_NOI, 8.4, UNIT_BUILDER, 50.4, 50, 0.4
11, LOC_CITY_NAME_TOKYO, 6.0, BUILDING_MONUMENT, 45.6, 60, 0.0
11, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 37.2, 60, 0.0
11, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 43.2, 50, 0.0
11, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 14.0, 60, 0.0
11, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 26.0, 60, 0.0
11, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 5.0, 60, 0.0
11, LOC_CITY_NAME_HUNZA, 6.0, UNIT_BUILDER, 54.0, 50, 0.0
11, LOC_CITY_NAME_BOLOGNA, 7.5, UNIT_WARRIOR, 22.5, 40, 0.0
11, LOC_CITY_NAME_VILNIUS, 7.5, UNIT_BUILDER, 57.0, 50, 2.0
11, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 35.0, 60, 0.0
11, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 7.5, 60, 0.0
11, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 7.5, 60, 0.0
12, LOC_CITY_NAME_STIRLING, 7.0, UNIT_BUILDER, 56.0, 50, 6.0
12, LOC_CITY_NAME_ULUNDI, 9.6, UNIT_SLINGER, 29.2, 35, 0.0
12, LOC_CITY_HA_NOI, 8.8, UNIT_SCOUT, 14.8, 30, 0.0
12, LOC_CITY_NAME_TOKYO, 6.0, BUILDING_MONUMENT, 51.6, 60, 0.0
12, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 42.0, 60, 0.0
12, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 48.0, 50, 0.0
12, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 18.0, 60, 0.0
12, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 29.0, 60, 0.0
12, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 8.0, 60, 0.0
12, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 4.0, 60, 0.0
12, LOC_CITY_NAME_BOLOGNA, 10.5, UNIT_WARRIOR, 33.0, 40, 0.0
12, LOC_CITY_NAME_VILNIUS, 4.5, BUILDING_MONUMENT, 6.5, 60, 0.0
12, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 38.5, 60, 0.0
12, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 10.0, 60, 0.0
12, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 10.0, 60, 0.0
13, LOC_CITY_NAME_STIRLING, 11.0, BUILDING_MONUMENT, 11.0, 60, 0.0
13, LOC_CITY_NAME_ULUNDI, 9.6, UNIT_SLINGER, 38.8, 35, 3.8
13, LOC_CITY_HA_NOI, 8.4, UNIT_SCOUT, 23.2, 30, 0.0
13, LOC_CITY_NAME_TOKYO, 6.0, BUILDING_MONUMENT, 57.6, 60, 0.0
13, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 46.8, 60, 0.0
13, LOC_CITY_NAME_ADUATUCA, 4.8, UNIT_BUILDER, 52.8, 50, 2.8
13, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 22.0, 60, 0.0
13, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 32.0, 60, 0.0
13, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 10.0, 60, 0.0
13, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 6.0, 60, 0.0
13, LOC_CITY_NAME_BOLOGNA, 10.5, UNIT_WARRIOR, 43.5, 40, 0.0
13, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 9.0, 60, 0.0
13, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 42.0, 60, 0.0
13, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 12.5, 60, 0.0
13, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 12.5, 60, 0.0
14, LOC_CITY_NAME_STIRLING, 5.0, BUILDING_MONUMENT, 16.0, 60, 0.0
14, LOC_CITY_NAME_ULUNDI, 13.4, BUILDING_MONUMENT, 13.4, 60, 0.0
14, LOC_CITY_HA_NOI, 8.4, UNIT_SCOUT, 31.6, 30, 1.6
14, LOC_CITY_NAME_TOKYO, 6.0, BUILDING_MONUMENT, 63.6, 60, 3.6
14, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 51.6, 60, 0.0
14, LOC_CITY_NAME_ADUATUCA, 7.6, BUILDING_GREAT_BATH, 7.6, 180, 0.0
14, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 26.0, 60, 0.0
14, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 35.0, 60, 0.0
14, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 12.0, 60, 0.0
14, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 8.0, 60, 0.0
14, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 6.5, 60, 0.0
14, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 11.5, 60, 0.0
14, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 45.5, 60, 0.0
14, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 15.0, 60, 0.0
14, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 15.0, 60, 0.0
15, LOC_CITY_NAME_STIRLING, 5.0, BUILDING_MONUMENT, 21.0, 60, 0.0
15, LOC_CITY_NAME_ULUNDI, 9.6, BUILDING_MONUMENT, 23.0, 60, 0.0
15, LOC_CITY_HA_NOI, 10.0, BUILDING_MONUMENT, 10.0, 60, 0.0
15, LOC_CITY_NAME_TOKYO, 10.8, UNIT_BUILDER, 10.8, 50, 0.0
15, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 56.4, 60, 0.0
15, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 12.4, 180, 0.0
15, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 30.0, 60, 0.0
15, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 38.0, 60, 0.0
15, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 14.0, 60, 0.0
15, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 10.0, 60, 0.0
15, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 10.0, 60, 0.0
15, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 14.0, 60, 0.0
15, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 49.0, 60, 0.0
15, LOC_CITY_NAME_LAHORE, 2.5, BUILDING_MONUMENT, 17.5, 60, 0.0
15, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 17.5, 60, 0.0
16, LOC_CITY_NAME_STIRLING, 5.0, BUILDING_MONUMENT, 26.0, 60, 0.0
16, LOC_CITY_NAME_ULUNDI, 9.6, BUILDING_MONUMENT, 32.6, 60, 0.0
16, LOC_CITY_HA_NOI, 8.4, BUILDING_MONUMENT, 18.4, 60, 0.0
16, LOC_CITY_NAME_TOKYO, 7.2, UNIT_BUILDER, 18.0, 50, 0.0
16, LOC_CITY_NAME_MASHHAD, 4.8, BUILDING_MONUMENT, 61.2, 60, 1.2
16, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 17.2, 180, 0.0
16, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 34.0, 60, 0.0
16, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 41.0, 60, 0.0
16, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 16.0, 60, 0.0
16, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 12.0, 60, 0.0
16, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 13.5, 60, 0.0
16, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 16.5, 60, 0.0
16, LOC_CITY_NAME_LISBON, 3.5, BUILDING_MONUMENT, 52.5, 60, 0.0
16, LOC_CITY_NAME_LAHORE, 3.5, BUILDING_MONUMENT, 21.0, 60, 0.0
16, LOC_CITY_NAME_JOHANNESBURG, 3.0, BUILDING_MONUMENT, 20.5, 60, 0.0
17, LOC_CITY_NAME_STIRLING, 5.0, BUILDING_MONUMENT, 31.0, 60, 0.0
17, LOC_CITY_NAME_ULUNDI, 9.6, BUILDING_MONUMENT, 42.2, 60, 0.0
17, LOC_CITY_HA_NOI, 8.4, BUILDING_MONUMENT, 26.8, 60, 0.0
17, LOC_CITY_NAME_TOKYO, 7.2, UNIT_BUILDER, 25.2, 50, 0.0
17, LOC_CITY_NAME_MASHHAD, 7.2, UNIT_SETTLER, 7.2, 80, 0.0
17, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 22.0, 180, 0.0
17, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 38.0, 60, 0.0
17, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 44.0, 60, 0.0
17, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 18.0, 60, 0.0
17, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 14.0, 60, 0.0
17, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 17.0, 60, 0.0
17, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 19.0, 60, 0.0
17, LOC_CITY_NAME_LISBON, 4.5, BUILDING_MONUMENT, 57.0, 60, 0.0
17, LOC_CITY_NAME_LAHORE, 3.5, BUILDING_MONUMENT, 24.5, 60, 0.0
17, LOC_CITY_NAME_JOHANNESBURG, 3.0, BUILDING_MONUMENT, 23.5, 60, 0.0
18, LOC_CITY_NAME_STIRLING, 5.0, BUILDING_MONUMENT, 36.0, 60, 0.0
18, LOC_CITY_NAME_ULUNDI, 9.6, BUILDING_MONUMENT, 51.8, 60, 0.0
18, LOC_CITY_NAME_ULUNDI, 23.0, BUILDING_MONUMENT, 74.8, 60, 14.8
18, LOC_CITY_HA_NOI, 8.4, BUILDING_MONUMENT, 35.2, 60, 0.0
18, LOC_CITY_NAME_TOKYO, 7.2, UNIT_BUILDER, 32.4, 50, 0.0
18, LOC_CITY_NAME_MASHHAD, 6.0, UNIT_SETTLER, 13.2, 80, 0.0
18, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 26.8, 180, 0.0
18, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 42.0, 60, 0.0
18, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 47.0, 60, 0.0
18, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 20.0, 60, 0.0
18, LOC_CITY_NAME_HUNZA, 2.0, BUILDING_MONUMENT, 16.0, 60, 0.0
18, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 20.5, 60, 0.0
18, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 21.5, 60, 0.0
18, LOC_CITY_NAME_LISBON, 4.5, BUILDING_MONUMENT, 61.5, 60, 1.5
18, LOC_CITY_NAME_LAHORE, 3.5, BUILDING_MONUMENT, 28.0, 60, 0.0
18, LOC_CITY_NAME_JOHANNESBURG, 3.0, BUILDING_MONUMENT, 26.5, 60, 0.0
19, LOC_CITY_NAME_STIRLING, 7.0, BUILDING_MONUMENT, 43.0, 60, 0.0
19, LOC_CITY_HA_NOI, 8.4, BUILDING_MONUMENT, 43.6, 60, 0.0
19, LOC_CITY_NAME_TOKYO, 7.2, UNIT_BUILDER, 39.6, 50, 0.0
19, LOC_CITY_NAME_MASHHAD, 6.0, UNIT_SETTLER, 19.2, 80, 0.0
19, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 31.5, 180, 0.0
19, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 46.0, 60, 0.0
19, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 50.0, 60, 0.0
19, LOC_CITY_NAME_BANDAR_BRUNEI, 2.0, BUILDING_MONUMENT, 22.0, 60, 0.0
19, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 18.5, 60, 0.0
19, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 24.0, 60, 0.0
19, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 24.0, 60, 0.0
19, LOC_CITY_NAME_LISBON, 18.0, UNIT_WARRIOR, 18.0, 40, 0.0
19, LOC_CITY_NAME_LAHORE, 3.5, BUILDING_MONUMENT, 31.5, 60, 0.0
19, LOC_CITY_NAME_JOHANNESBURG, 3.0, BUILDING_MONUMENT, 29.5, 60, 0.0
20, LOC_CITY_NAME_STIRLING, 7.0, BUILDING_MONUMENT, 50.0, 60, 0.0
20, LOC_CITY_NAME_ULUNDI, 34.0, UNIT_SETTLER, 34.0, 80, 0.0
20, LOC_CITY_HA_NOI, 8.4, BUILDING_MONUMENT, 52.0, 60, 0.0
20, LOC_CITY_NAME_TOKYO, 7.2, UNIT_BUILDER, 46.8, 50, 0.0
20, LOC_CITY_NAME_MASHHAD, 6.0, UNIT_SETTLER, 25.2, 80, 0.0
20, LOC_CITY_NAME_ADUATUCA, 4.8, BUILDING_GREAT_BATH, 36.3, 180, 0.0
20, LOC_CITY_NAME_MUSCAT, 4.0, BUILDING_MONUMENT, 50.0, 60, 0.0
20, LOC_CITY_NAME_VATICAN_CITY, 3.0, BUILDING_MONUMENT, 53.0, 60, 0.0
20, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 25.0, 60, 0.0
20, LOC_CITY_NAME_HUNZA, 2.5, BUILDING_MONUMENT, 21.0, 60, 0.0
20, LOC_CITY_NAME_BOLOGNA, 3.5, BUILDING_MONUMENT, 27.5, 60, 0.0
20, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 26.5, 60, 0.0
20, LOC_CITY_NAME_LISBON, 13.5, UNIT_WARRIOR, 31.5, 40, 0.0
20, LOC_CITY_NAME_LAHORE, 3.5, BUILDING_MONUMENT, 35.0, 60, 0.0
